age,embarked,fare,name,parch,passengerid,pclass,sex,sibsp,survived,test,ticket,train,family_size,title,ticket_number,group_size,family_size_cat,group_size_cat,is_alone,has_family,has_group,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,embarked_1,embarked_2,embarked_3,family_size_1,family_size_2,family_size_3,group_size_1,group_size_2,group_size_3,true_fare,true_fare_scaled,age_scaled,family_scaled,group_scaled
21.0,1.0,8.4333,"Kalvik, Mr. Johannes Halvorsen",0,653,3,0,0,0,,8475,1.0,1,1,8475,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.43,0.06581823860087445,0.2609294751346612,0.0,0.0
21.0,3.0,7.8292,"O'Leary, Miss. Hanora ""Norah""",0,654,3,1,0,1,,330919,1.0,1,3,330919,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.83,0.06113366645846345,0.2609294751346612,0.0,0.0
18.0,3.0,6.75,"Hegarty, Miss. Hanora ""Nora""",0,655,3,1,0,0,,365226,1.0,1,3,365226,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,6.75,0.05270143660212367,0.22334961793811853,0.0,0.0
24.0,1.0,73.5,"Hickman, Mr. Leonard Mark",0,656,2,0,2,0,,S.O.C. 14879,1.0,3,1,14879,7,2,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.5,0.08198001249219238,0.2985093323312038,0.20000000000000004,0.6000000000000001
30.0,1.0,7.8958,"Radeff, Mr. Alexander",0,657,3,0,0,0,,349223,1.0,1,1,349223,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
32.0,3.0,15.5,"Bourke, Mrs. John (Catherine)",1,658,3,1,1,0,,364849,1.0,3,2,364849,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,7.75,0.06050905683947532,0.3987222848553176,0.20000000000000004,0.1
23.0,1.0,13.0,"Eitemiller, Mr. George Floyd",0,659,2,0,0,0,,29751,1.0,1,1,29751,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.28598271326568964,0.0,0.0
58.0,2.0,113.275,"Newell, Mr. Arthur Webster",2,660,1,0,0,0,,35273,1.0,3,1,35273,3,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,37.76,0.2948157401623985,0.7244143805586872,0.20000000000000004,0.20000000000000004
50.0,1.0,133.65,"Frauenthal, Dr. Henry William",0,661,1,0,2,1,,PC 17611,1.0,3,5,17611,2,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,66.82,0.5217051842598375,0.6242014280345735,0.20000000000000004,0.1
40.0,2.0,7.225,"Badt, Mr. Mohamed",0,662,3,0,0,0,,2623,1.0,1,1,2623,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.22,0.05637101811367894,0.49893523737943135,0.0,0.0
47.0,1.0,25.5875,"Colley, Mr. Edward Pomeroy",0,663,1,0,0,0,,5727,1.0,1,1,5727,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,25.59,0.19979700187382884,0.5866215708380309,0.0,0.0
36.0,1.0,7.4958,"Coleff, Mr. Peju",0,664,3,0,0,0,,349210,1.0,1,1,349210,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.5,0.05855715178013741,0.44882876111737446,0.0,0.0
20.0,1.0,7.925,"Lindqvist, Mr. Eino William",0,665,3,0,1,1,,STON/O 2. 3101285,1.0,2,1,3101285,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.92,0.061836352279825105,0.24840285606914697,0.1,0.0
32.0,1.0,73.5,"Hickman, Mr. Lewis",0,666,2,0,2,0,,S.O.C. 14879,1.0,3,1,14879,7,2,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.5,0.08198001249219238,0.3987222848553176,0.20000000000000004,0.6000000000000001
25.0,1.0,13.0,"Butler, Mr. Reginald Fenton",0,667,2,0,0,0,,234686,1.0,1,1,234686,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.311035951396718,0.0,0.0
30.0,1.0,7.775,"Rommetvedt, Mr. Knud Paust",0,668,3,0,0,0,,312993,1.0,1,1,312993,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.37366904672428913,0.0,0.0
43.0,1.0,8.05,"Cook, Mr. Jacob",0,669,3,0,0,0,,A/5 3536,1.0,1,1,3536,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.536515094575974,0.0,0.0
35.0,1.0,52.0,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,670,1,1,1,1,,19996,1.0,2,2,19996,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,26.0,0.20299812617114302,0.43630214205186024,0.1,0.1
40.0,1.0,39.0,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,671,2,1,1,1,,29750,1.0,3,2,29750,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.49893523737943135,0.20000000000000004,0.20000000000000004
31.0,1.0,52.0,"Davidson, Mr. Thornton",0,672,1,0,1,0,,F.C. 12750,1.0,2,1,12750,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.0,0.20299812617114302,0.38619566578980336,0.1,0.1
70.0,1.0,10.5,"Mitchell, Mr. Henry Michael",0,673,2,0,0,0,,C.A. 24580,1.0,1,1,24580,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.8747338093448579,0.0,0.0
31.0,1.0,13.0,"Wilhelms, Mr. Charles",0,674,2,0,0,1,,244270,1.0,1,1,244270,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.38619566578980336,0.0,0.0
30.0,1.0,0.0,"Watson, Mr. Ennis Hastings",0,675,2,0,0,0,,239856,1.0,1,1,239856,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.37366904672428913,0.0,0.0
18.0,1.0,7.775,"Edvardsson, Mr. Gustaf Hjalmar",0,676,3,0,0,0,,349912,1.0,1,1,349912,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.22334961793811853,0.0,0.0
24.5,1.0,8.05,"Sawyer, Mr. Frederick Charles",0,677,3,0,0,0,,342826,1.0,1,1,342826,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.3047726418639609,0.0,0.0
18.0,1.0,9.8417,"Turja, Miss. Anna Sofia",0,678,3,1,0,1,,4138,1.0,1,3,4138,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,9.84,0.07682698313554027,0.22334961793811853,0.0,0.0
43.0,1.0,46.9,"Goodwin, Mrs. Frederick (Augusta Tyler)",6,679,3,1,1,0,,CA 2144,1.0,8,2,2144,8,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5.86,0.045752654590880695,0.536515094575974,0.7000000000000001,0.7000000000000001
36.0,2.0,512.3292,"Cardeza, Mr. Thomas Drake Martinez",1,680,1,0,0,1,,PC 17755,1.0,2,1,17755,4,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,128.08,1.0,0.44882876111737446,0.1,0.30000000000000004
21.0,3.0,8.1375,"Peters, Miss. Katie",0,681,3,1,0,0,,330935,1.0,1,3,330935,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,8.14,0.06355402873204247,0.2609294751346612,0.0,0.0
27.0,2.0,76.7292,"Hassab, Mr. Hammad",0,682,1,0,0,1,,PC 17572,1.0,1,1,17572,3,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,25.58,0.1997189256714553,0.33608918952774647,0.0,0.20000000000000004
20.0,1.0,9.225,"Olsvigen, Mr. Thor Anderson",0,683,3,0,0,0,,6563,1.0,1,1,6563,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.22,0.07198625858838226,0.24840285606914697,0.0,0.0
14.0,1.0,46.9,"Goodwin, Mr. Charles Edward",2,684,3,0,5,0,,CA 2144,1.0,8,1,2144,8,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5.86,0.045752654590880695,0.17324314167606164,0.7000000000000001,0.7000000000000001
60.0,1.0,39.0,"Brown, Mr. Thomas William Solomon",1,685,2,0,1,0,,29750,1.0,3,1,29750,3,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.7494676186897157,0.20000000000000004,0.20000000000000004
25.0,2.0,41.5792,"Laroche, Mr. Joseph Philippe Lemercier",2,686,2,0,1,0,,SC/Paris 2123,1.0,4,1,2123,4,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10.39,0.08112117426608369,0.311035951396718,0.30000000000000004,0.30000000000000004
14.0,1.0,39.6875,"Panula, Mr. Jaako Arnold",1,687,3,0,4,0,,3101295,1.0,6,1,3101295,7,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5.67,0.04426920674578388,0.17324314167606164,0.5000000000000001,0.6000000000000001
19.0,1.0,10.1708,"Dakic, Mr. Branko",0,688,3,0,0,0,,349228,1.0,1,1,349228,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.17,0.07940349781386632,0.23587623700363275,0.0,0.0
18.0,1.0,7.7958,"Fischer, Mr. Eberhard Thelander",0,689,3,0,0,0,,350036,1.0,1,1,350036,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.8,0.0608994378513429,0.22334961793811853,0.0,0.0
15.0,1.0,211.3375,"Madill, Miss. Georgette Alexandra",1,690,1,1,0,1,,24160,1.0,2,3,24160,4,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,52.83,0.41247657713928787,0.18576976074157586,0.1,0.30000000000000004
31.0,1.0,57.0,"Dick, Mr. Albert Adrian",0,691,1,0,1,1,,17474,1.0,2,1,17474,3,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,19.0,0.14834478450968144,0.38619566578980336,0.1,0.20000000000000004
4.0,2.0,13.4167,"Karun, Miss. Manca",1,692,3,1,0,1,,349256,1.0,2,3,349256,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,6.71,0.0523891317926296,0.04797695102091946,0.1,0.1
30.0,1.0,56.4958,"Lam, Mr. Ali",0,693,3,0,0,1,,1601,1.0,1,1,1601,8,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7.06,0.05512179887570268,0.37366904672428913,0.0,0.7000000000000001
25.0,2.0,7.225,"Saad, Mr. Khalil",0,694,3,0,0,0,,2672,1.0,1,1,2672,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.22,0.05637101811367894,0.311035951396718,0.0,0.0
60.0,1.0,26.55,"Weir, Col. John",0,695,1,0,0,0,,113800,1.0,1,5,113800,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,26.55,0.20729231730168643,0.7494676186897157,0.0,0.0
52.0,1.0,13.5,"Chapman, Mr. Charles Henry",0,696,2,0,0,0,,248731,1.0,1,1,248731,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.5,0.10540287320424734,0.6492546661656019,0.0,0.0
44.0,1.0,8.05,"Kelly, Mr. James",0,697,3,0,0,0,,363592,1.0,1,1,363592,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.5490417136414882,0.0,0.0
21.0,3.0,7.7333,"Mullens, Miss. Katherine ""Katie""",0,698,3,1,0,1,,35852,1.0,1,3,35852,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.73,0.060352904434728294,0.2609294751346612,0.0,0.0
49.0,2.0,110.8833,"Thayer, Mr. John Borland",1,699,1,0,1,0,,17421,1.0,3,1,17421,4,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,27.72,0.21642723297938785,0.6116748089690592,0.20000000000000004,0.30000000000000004
42.0,1.0,7.65,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,700,3,0,0,0,,348121,1.0,1,1,348121,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.65,0.05972829481574016,0.5239884755104598,0.0,0.0
18.0,2.0,227.525,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,701,1,1,1,1,,PC 17757,1.0,2,2,17757,5,2,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,45.5,0.35524672079950026,0.22334961793811853,0.1,0.4
35.0,1.0,26.2875,"Silverthorne, Mr. Spencer Victor",0,702,1,0,0,1,,PC 17475,1.0,1,1,17475,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13.14,0.10259212991880075,0.43630214205186024,0.0,0.1
18.0,2.0,14.4542,"Barbara, Miss. Saiide",1,703,3,1,0,0,,2691,1.0,2,3,2691,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,7.23,0.05644909431605247,0.22334961793811853,0.1,0.1
25.0,3.0,7.7417,"Gallagher, Mr. Martin",0,704,3,0,0,0,,36864,1.0,1,1,36864,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.74,0.060430980637101804,0.311035951396718,0.0,0.0
26.0,1.0,7.8542,"Hansen, Mr. Henrik Juul",0,705,3,0,1,0,,350025,1.0,2,1,350025,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.85,0.061289818863210485,0.32356257046223225,0.1,0.0
39.0,1.0,26.0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,706,2,0,0,0,,250655,1.0,1,1,250655,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13.0,0.10149906308557151,0.48640861831391713,0.0,0.1
45.0,1.0,13.5,"Kelly, Mrs. Florence ""Fannie""",0,707,2,1,0,1,,223596,1.0,1,2,223596,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,13.5,0.10540287320424734,0.5615683327070025,0.0,0.0
42.0,1.0,26.2875,"Calderhead, Mr. Edward Pennington",0,708,1,0,0,1,,PC 17476,1.0,1,1,17476,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26.29,0.20526233603997499,0.5239884755104598,0.0,0.0
22.0,1.0,151.55,"Cleaver, Miss. Alice",0,709,1,1,0,1,,113781,1.0,1,3,113781,6,1,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,25.26,0.1972204871955028,0.2734560942001754,0.0,0.5000000000000001
4.0,2.0,15.2458,"Moubarek, Master. Halim Gonios (""William George"")",1,710,3,0,1,1,,2661,1.0,3,4,2661,3,2,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,5.08,0.039662710805746404,0.04797695102091946,0.20000000000000004,0.20000000000000004
24.0,2.0,49.5042,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,711,1,1,0,1,,PC 17482,1.0,1,3,17482,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,49.5,0.3864772017489069,0.2985093323312038,0.0,0.0
30.0,1.0,26.55,"Klaber, Mr. Herman",0,712,1,0,0,0,,113028,1.0,1,1,113028,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26.55,0.20729231730168643,0.37366904672428913,0.0,0.0
48.0,1.0,52.0,"Taylor, Mr. Elmer Zebley",0,713,1,0,1,1,,19996,1.0,2,1,19996,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.0,0.20299812617114302,0.599148189903545,0.1,0.1
29.0,1.0,9.4833,"Larsson, Mr. August Viktor",0,714,3,0,0,0,,7545,1.0,1,1,7545,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.48,0.07401623985009369,0.3611424276587749,0.0,0.0
52.0,1.0,13.0,"Greenberg, Mr. Samuel",0,715,2,0,0,0,,250647,1.0,1,1,250647,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6.5,0.050749531542785754,0.6492546661656019,0.0,0.1
19.0,1.0,7.65,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,716,3,0,0,0,,348124,1.0,1,1,348124,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.65,0.05972829481574016,0.23587623700363275,0.0,0.0
38.0,2.0,227.525,"Endres, Miss. Caroline Louise",0,717,1,1,0,1,,PC 17757,1.0,1,3,17757,5,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,45.5,0.35524672079950026,0.4738819992484029,0.0,0.4
27.0,1.0,10.5,"Troutt, Miss. Edwina Celia ""Winnie""",0,718,2,1,0,1,,34218,1.0,1,3,34218,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.33608918952774647,0.0,0.0
30.0,3.0,15.5,"McEvoy, Mr. Michael",0,719,3,0,0,0,,36568,1.0,1,1,36568,2,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7.75,0.06050905683947532,0.37366904672428913,0.0,0.1
33.0,1.0,7.775,"Johnson, Mr. Malkolm Joackim",0,720,3,0,0,0,,347062,1.0,1,1,347062,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.4112489039208318,0.0,0.0
6.0,1.0,33.0,"Harper, Miss. Annie Jessie ""Nina""",1,721,2,1,0,1,,248727,1.0,2,3,248727,3,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,11.0,0.0858838226108682,0.07303018915194788,0.1,0.20000000000000004
17.0,1.0,7.0542,"Jensen, Mr. Svend Lauritz",0,722,3,0,1,0,,350048,1.0,2,1,350048,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.05,0.05504372267332916,0.2108229988726043,0.1,0.0
34.0,1.0,13.0,"Gillespie, Mr. William Henry",0,723,2,0,0,0,,12233,1.0,1,1,12233,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.423775522986346,0.0,0.0
50.0,1.0,13.0,"Hodges, Mr. Henry Price",0,724,2,0,0,0,,250643,1.0,1,1,250643,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.6242014280345735,0.0,0.0
27.0,1.0,53.1,"Chambers, Mr. Norman Campbell",0,725,1,0,1,1,,113806,1.0,2,1,113806,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.55,0.20729231730168643,0.33608918952774647,0.1,0.1
20.0,1.0,8.6625,"Oreskovic, Mr. Luka",0,726,3,0,0,0,,315094,1.0,1,1,315094,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.66,0.06761399125546533,0.24840285606914697,0.0,0.0
30.0,1.0,21.0,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,727,2,1,3,1,,31027,1.0,4,2,31027,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,10.5,0.08198001249219238,0.37366904672428913,0.30000000000000004,0.1
21.0,3.0,7.7375,"Mannion, Miss. Margareth",0,728,3,1,0,1,,36866,1.0,1,3,36866,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.74,0.060430980637101804,0.2609294751346612,0.0,0.0
25.0,1.0,26.0,"Bryhl, Mr. Kurt Arnold Gottfrid",0,729,2,0,1,0,,236853,1.0,2,1,236853,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.311035951396718,0.1,0.1
25.0,1.0,7.925,"Ilmakangas, Miss. Pieta Sofia",0,730,3,1,1,0,,STON/O2. 3101271,1.0,2,3,3101271,1,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,7.92,0.061836352279825105,0.311035951396718,0.1,0.0
29.0,1.0,211.3375,"Allen, Miss. Elisabeth Walton",0,731,1,1,0,1,,24160,1.0,1,3,24160,4,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,52.83,0.41247657713928787,0.3611424276587749,0.0,0.30000000000000004
11.0,2.0,18.7875,"Hassan, Mr. Houssein G N",0,732,3,0,0,0,,2699,1.0,1,1,2699,2,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9.39,0.07331355402873203,0.135663284479519,0.0,0.1
30.0,1.0,0.0,"Knight, Mr. Robert J",0,733,2,0,0,0,,239855,1.0,1,1,239855,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.37366904672428913,0.0,0.0
23.0,1.0,13.0,"Berriman, Mr. William John",0,734,2,0,0,0,,28425,1.0,1,1,28425,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.28598271326568964,0.0,0.0
23.0,1.0,13.0,"Troupiansky, Mr. Moses Aaron",0,735,2,0,0,0,,233639,1.0,1,1,233639,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.28598271326568964,0.0,0.0
28.5,1.0,16.1,"Williams, Mr. Leslie",0,736,3,0,0,0,,54636,1.0,1,1,54636,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8.05,0.06285134291068083,0.3548791181260178,0.0,0.1
48.0,1.0,34.375,"Ford, Mrs. Edward (Margaret Ann Watson)",3,737,3,1,1,0,,W./C. 6608,1.0,5,2,6608,5,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6.88,0.05371642723297938,0.599148189903545,0.4,0.4
35.0,2.0,512.3292,"Lesurer, Mr. Gustave J",0,738,1,0,0,1,,PC 17755,1.0,1,1,17755,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,128.08,1.0,0.43630214205186024,0.0,0.30000000000000004
30.0,1.0,7.8958,"Ivanoff, Mr. Kanio",0,739,3,0,0,0,,349201,1.0,1,1,349201,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
30.0,1.0,7.8958,"Nankoff, Mr. Minko",0,740,3,0,0,0,,349218,1.0,1,1,349218,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.37366904672428913,0.0,0.0
30.0,1.0,30.0,"Hawksford, Mr. Walter James",0,741,1,0,0,1,,16988,1.0,1,1,16988,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,30.0,0.23422860712054963,0.37366904672428913,0.0,0.0
36.0,1.0,78.85,"Cavendish, Mr. Tyrell William",0,742,1,0,1,0,,19877,1.0,2,1,19877,3,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.28,0.2051842598376015,0.44882876111737446,0.1,0.20000000000000004
21.0,2.0,262.375,"Ryerson, Miss. Susan Parker ""Suzette""",2,743,1,1,2,1,,PC 17608,1.0,5,3,17608,7,3,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,37.48,0.29262960649594,0.2609294751346612,0.4,0.6000000000000001
24.0,1.0,16.1,"McNamee, Mr. Neal",0,744,3,0,1,0,,376566,1.0,2,1,376566,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.05,0.06285134291068083,0.2985093323312038,0.1,0.1
31.0,1.0,7.925,"Stranden, Mr. Juho",0,745,3,0,0,1,,STON/O 2. 3101288,1.0,1,1,3101288,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.92,0.061836352279825105,0.38619566578980336,0.0,0.0
70.0,1.0,71.0,"Crosby, Capt. Edward Gifford",1,746,1,0,1,0,,WE/P 5735,1.0,3,6,5735,2,2,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,35.5,0.2771705184259837,0.8747338093448579,0.20000000000000004,0.1
16.0,1.0,20.25,"Abbott, Mr. Rossmore Edward",1,747,3,0,1,0,,C.A. 2673,1.0,3,1,2673,4,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.06,0.03950655840099937,0.19829637980709008,0.20000000000000004,0.30000000000000004
30.0,1.0,13.0,"Sinkkonen, Miss. Anna",0,748,2,1,0,1,,250648,1.0,1,3,250648,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.37366904672428913,0.0,0.0
19.0,1.0,53.1,"Marvin, Mr. Daniel Warner",0,749,1,0,1,0,,113773,1.0,2,1,113773,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26.55,0.20729231730168643,0.23587623700363275,0.1,0.1
31.0,3.0,7.75,"Connaghton, Mr. Michael",0,750,3,0,0,0,,335097,1.0,1,1,335097,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.38619566578980336,0.0,0.0
4.0,1.0,23.0,"Wells, Miss. Joan",1,751,2,1,1,1,,29103,1.0,3,3,29103,3,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,7.67,0.05988444722048719,0.04797695102091946,0.20000000000000004,0.20000000000000004
6.0,1.0,12.475,"Moor, Master. Meier",1,752,3,0,0,1,,392096,1.0,2,4,392096,2,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6.24,0.048719550281074324,0.07303018915194788,0.1,0.1
