,passengerid,survived,pclass,name,age,sibsp,parch,ticket,fare,embarked,family_size,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,title_7,ticket_number,passengers_per_ticket,true_fare,true_fare_scaled
322,323,1,2,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,12.35,2.0,1,0,1,0,0,1,0,0,0,0,234818,1,12.35,0.055685814771395066
323,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,29.0,1.0,3,0,1,0,1,0,0,0,0,0,248738,2,14.5,0.0653801064117594
324,325,0,3,"Sage, Mr. George John Jr",30.0,8,2,CA. 2343,69.55,1.0,11,1,0,1,0,0,0,0,0,0,2343,7,9.94,0.04481919018847506
325,326,1,1,"Young, Miss. Marie Grice",36.0,0,0,PC 17760,135.6333,3.0,1,0,1,0,0,1,0,0,0,0,17760,3,45.21,0.20385066281900982
326,327,0,3,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,6.2375,1.0,1,1,0,1,0,0,0,0,0,0,345364,1,6.24,0.028135990621336458
327,328,1,2,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,13.0,1.0,1,0,1,0,1,0,0,0,0,0,28551,1,13.0,0.058616647127784284
328,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,20.525,1.0,3,0,1,0,1,0,0,0,0,0,363291,3,6.84,0.0308413743349265
329,330,1,1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,57.9792,3.0,2,0,1,0,0,1,0,0,0,0,111361,2,28.99,0.13071512309495895
330,331,1,3,"McCoy, Miss. Agnes",21.0,2,0,367226,23.25,2.0,3,0,1,0,0,1,0,0,0,0,367226,2,11.62,0.05239426458652718
331,332,0,1,"Partner, Mr. Austen",45.5,0,0,113043,28.5,1.0,1,1,0,1,0,0,0,0,0,0,113043,1,28.5,0.1285057263955271
332,333,0,1,"Graham, Mr. George Edward",38.0,0,1,PC 17582,153.4625,1.0,2,1,0,1,0,0,0,0,0,0,17582,3,51.15,0.23063396158355123
333,334,0,3,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,345764,18.0,1.0,3,1,0,1,0,0,0,0,0,0,345764,2,9.0,0.04058075570385066
334,335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",35.0,1,0,PC 17611,133.65,1.0,2,0,1,0,1,0,0,0,0,0,17611,2,66.82,0.3012895662368112
335,336,0,3,"Denkoff, Mr. Mitto",30.0,0,0,349225,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349225,1,7.9,0.03562088556226891
336,337,0,1,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,66.6,1.0,2,1,0,1,0,0,0,0,0,0,113776,2,33.3,0.15014879610424742
337,338,1,1,"Burns, Miss. Elizabeth Margaret",41.0,0,0,16966,134.5,3.0,1,0,1,0,0,1,0,0,0,0,16966,2,67.25,0.3032284245648841
338,339,1,3,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,8.05,1.0,1,1,0,1,0,0,0,0,0,0,7598,1,8.05,0.03629723149066642
339,340,0,1,"Blackwell, Mr. Stephen Weart",45.0,0,0,113784,35.5,1.0,1,1,0,1,0,0,0,0,0,0,113784,1,35.5,0.16006853638741092
340,341,1,2,"Navratil, Master. Edmond Roger",2.0,1,1,230080,26.0,1.0,3,1,0,0,0,0,1,0,0,0,230080,3,8.67,0.039092794661376135
341,342,1,1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,263.0,1.0,6,0,1,0,0,1,0,0,0,0,19950,4,65.75,0.296464965280909
342,343,0,2,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,13.0,1.0,1,1,0,1,0,0,0,0,0,0,248740,1,13.0,0.058616647127784284
343,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,244361,13.0,1.0,1,1,0,1,0,0,0,0,0,0,244361,1,13.0,0.058616647127784284
344,345,0,2,"Fox, Mr. Stanley Hubert",36.0,0,0,229236,13.0,1.0,1,1,0,1,0,0,0,0,0,0,229236,1,13.0,0.058616647127784284
345,346,1,2,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,248733,13.0,1.0,1,0,1,0,0,1,0,0,0,0,248733,1,13.0,0.058616647127784284
346,347,1,2,"Smith, Miss. Marion Elsie",40.0,0,0,31418,13.0,1.0,1,0,1,0,0,1,0,0,0,0,31418,1,13.0,0.058616647127784284
347,348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",35.0,1,0,386525,16.1,1.0,2,0,1,0,1,0,0,0,0,0,386525,1,16.1,0.07259446298133285
348,349,1,3,"Coutts, Master. William Loch ""William""",3.0,1,1,C.A. 37671,15.9,1.0,3,1,0,0,0,0,1,0,0,0,37671,2,7.95,0.03584633420506808
349,350,0,3,"Dimic, Mr. Jovan",42.0,0,0,315088,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315088,1,8.66,0.0390477049328163
350,351,0,3,"Odahl, Mr. Nils Martin",23.0,0,0,7267,9.225,1.0,1,1,0,1,0,0,0,0,0,0,7267,1,9.22,0.04157272973216701
351,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",30.0,0,0,113510,35.0,1.0,1,1,0,1,0,0,0,0,0,0,113510,1,35.0,0.15781404995941922
352,353,0,3,"Elias, Mr. Tannous",15.0,1,1,2695,7.2292,3.0,3,1,0,1,0,0,0,0,0,0,2695,1,7.23,0.032599873748760035
353,354,0,3,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,17.8,1.0,2,1,0,1,0,0,0,0,0,0,349237,2,8.9,0.04012985841825232
354,355,0,3,"Yousif, Mr. Wazli",30.0,0,0,2647,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2647,1,7.22,0.03255478402020019
355,356,0,3,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345783,1,9.5,0.04283524213184236
356,357,1,1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,55.0,1.0,2,0,1,0,0,1,0,0,0,0,113505,2,27.5,0.12399675353954367
357,358,0,2,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,13.0,1.0,1,0,1,0,0,1,0,0,0,0,237671,1,13.0,0.058616647127784284
358,359,1,3,"McGovern, Miss. Mary",21.0,0,0,330931,7.8792,2.0,1,0,1,0,0,1,0,0,0,0,330931,1,7.88,0.035530706105149246
359,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",21.0,0,0,330980,7.8792,2.0,1,0,1,0,0,1,0,0,0,0,330980,1,7.88,0.035530706105149246
360,361,0,3,"Skoog, Mr. Wilhelm",40.0,1,4,347088,27.9,1.0,6,1,0,1,0,0,0,0,0,0,347088,6,4.65,0.02096672378032284
361,362,0,2,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,27.7208,3.0,2,1,0,1,0,0,0,0,0,0,2167,1,27.72,0.12498872756786003
362,363,0,3,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,14.4542,3.0,2,0,1,0,1,0,0,0,0,0,2691,2,7.23,0.032599873748760035
363,364,0,3,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,7.05,1.0,1,1,0,1,0,0,0,0,0,0,3101310,1,7.05,0.031788258634683014
364,365,0,3,"O'Brien, Mr. Thomas",30.0,1,0,370365,15.5,2.0,2,1,0,1,0,0,0,0,0,0,370365,2,7.75,0.0349445396338714
365,366,0,3,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,7.25,1.0,1,1,0,1,0,0,0,0,0,0,7076,1,7.25,0.0326900532058797
366,367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,110813,75.25,3.0,2,0,1,0,1,0,0,0,0,0,110813,1,75.25,0.33930020741275135
367,368,1,3,"Moussa, Mrs. (Mantoura Boulos)",35.0,0,0,2626,7.2292,3.0,1,0,1,0,1,0,0,0,0,0,2626,1,7.23,0.032599873748760035
368,369,1,3,"Jermyn, Miss. Annie",21.0,0,0,14313,7.75,2.0,1,0,1,0,0,1,0,0,0,0,14313,1,7.75,0.0349445396338714
369,370,1,1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,69.3,3.0,1,0,1,0,1,0,0,0,0,0,17477,2,34.65,0.15623590945982502
370,371,1,1,"Harder, Mr. George Achilles",25.0,1,0,11765,55.4417,3.0,2,1,0,1,0,0,0,0,0,0,11765,1,55.44,0.24997745513572006
371,372,0,3,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,6.4958,1.0,2,1,0,1,0,0,0,0,0,0,3101267,1,6.5,0.029308323563892142
372,373,0,3,"Beavan, Mr. William Thomas",19.0,0,0,323951,8.05,1.0,1,1,0,1,0,0,0,0,0,0,323951,1,8.05,0.03629723149066642
373,374,0,1,"Ringhini, Mr. Sante",22.0,0,0,PC 17760,135.6333,3.0,1,1,0,1,0,0,0,0,0,0,17760,3,45.21,0.20385066281900982
374,375,0,3,"Palsson, Miss. Stina Viola",3.0,3,1,349909,21.075,1.0,5,0,1,0,0,1,0,0,0,0,349909,4,5.27,0.023762286951032552
375,376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",35.0,1,0,PC 17604,82.1708,3.0,2,0,1,0,1,0,0,0,0,0,17604,2,41.09,0.18527369465235818
376,377,1,3,"Landergren, Miss. Aurora Adelia",22.0,0,0,C 7077,7.25,1.0,1,0,1,0,0,1,0,0,0,0,7077,1,7.25,0.0326900532058797
377,378,0,1,"Widener, Mr. Harry Elkins",27.0,0,2,113503,211.5,3.0,3,1,0,1,0,0,0,0,0,0,113503,1,211.5,0.9536477590404905
378,379,0,3,"Betros, Mr. Tannous",20.0,0,0,2648,4.0125,3.0,1,1,0,1,0,0,0,0,0,0,2648,1,4.01,0.01808098115249346
379,380,0,3,"Gustafsson, Mr. Karl Gideon",19.0,0,0,347069,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347069,1,7.78,0.0350798088195509
380,381,1,1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,227.525,3.0,1,0,1,0,0,1,0,0,0,0,17757,4,56.88,0.25647037604833617
381,382,1,3,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,15.7417,3.0,3,0,1,0,0,1,0,0,0,0,2653,2,7.87,0.03548561637658941
382,383,0,3,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101293,1,7.92,0.03571106501938858
383,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,52.0,1.0,2,0,1,0,1,0,0,0,0,0,113789,2,26.0,0.11723329425556857
384,385,0,3,"Plotcharsky, Mr. Vasil",30.0,0,0,349227,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349227,1,7.9,0.03562088556226891
385,386,0,2,"Davies, Mr. Charles Henry",18.0,0,0,S.O.C. 14879,73.5,1.0,1,1,0,1,0,0,0,0,0,0,14879,5,14.7,0.06628190098295607
386,387,0,3,"Goodwin, Master. Sidney Leonard",1.0,5,2,CA 2144,46.9,1.0,8,1,0,0,0,0,1,0,0,0,2144,6,7.82,0.03526016773379024
387,388,1,2,"Buss, Miss. Kate",36.0,0,0,27849,13.0,1.0,1,0,1,0,0,1,0,0,0,0,27849,1,13.0,0.058616647127784284
388,389,0,3,"Sadlier, Mr. Matthew",30.0,0,0,367655,7.7292,2.0,1,1,0,1,0,0,0,0,0,0,367655,1,7.73,0.03485436017675173
389,390,1,2,"Lehmann, Miss. Bertha",17.0,0,0,SC 1748,12.0,3.0,1,0,1,0,0,1,0,0,0,0,1748,1,12.0,0.05410767427180088
390,391,1,1,"Carter, Mr. William Ernest",36.0,1,2,113760,120.0,1.0,4,1,0,1,0,0,0,0,0,0,113760,4,30.0,0.1352691856795022
391,392,1,3,"Jansson, Mr. Carl Olof",21.0,0,0,350034,7.7958,1.0,1,1,0,1,0,0,0,0,0,0,350034,1,7.8,0.03516998827667057
392,393,0,3,"Gustafsson, Mr. Johan Birger",28.0,2,0,3101277,7.925,1.0,3,1,0,1,0,0,0,0,0,0,3101277,1,7.92,0.03571106501938858
393,394,1,1,"Newell, Miss. Marjorie",23.0,1,0,35273,113.275,3.0,2,0,1,0,0,1,0,0,0,0,35273,3,37.76,0.1702588150419334
394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,16.7,1.0,3,0,1,0,1,0,0,0,0,0,9549,2,8.35,0.03764992334746144
395,396,0,3,"Johansson, Mr. Erik",22.0,0,0,350052,7.7958,1.0,1,1,0,1,0,0,0,0,0,0,350052,1,7.8,0.03516998827667057
396,397,0,3,"Olsson, Miss. Elina",31.0,0,0,350407,7.8542,1.0,1,0,1,0,0,1,0,0,0,0,350407,1,7.85,0.03539543691946974
397,398,0,2,"McKane, Mr. Peter David",46.0,0,0,28403,26.0,1.0,1,1,0,1,0,0,0,0,0,0,28403,2,13.0,0.058616647127784284
398,399,0,2,"Pain, Dr. Alfred",23.0,0,0,244278,10.5,1.0,1,1,0,0,0,0,0,0,1,0,244278,1,10.5,0.04734421498782577
399,400,1,2,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,12.65,1.0,1,0,1,0,1,0,0,0,0,0,240929,1,12.65,0.05703850662819009
400,401,1,3,"Niskanen, Mr. Juha",39.0,0,0,STON/O 2. 3101289,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101289,1,7.92,0.03571106501938858
401,402,0,3,"Adams, Mr. John",26.0,0,0,341826,8.05,1.0,1,1,0,1,0,0,0,0,0,0,341826,1,8.05,0.03629723149066642
402,403,0,3,"Jussila, Miss. Mari Aina",21.0,1,0,4137,9.825,1.0,2,0,1,0,0,1,0,0,0,0,4137,1,9.82,0.04427811344575705
403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",28.0,1,0,STON/O2. 3101279,15.85,1.0,2,1,0,1,0,0,0,0,0,0,3101279,2,7.92,0.03571106501938858
404,405,0,3,"Oreskovic, Miss. Marija",20.0,0,0,315096,8.6625,1.0,1,0,1,0,0,1,0,0,0,0,315096,1,8.66,0.0390477049328163
405,406,0,2,"Gale, Mr. Shadrach",34.0,1,0,28664,21.0,1.0,2,1,0,1,0,0,0,0,0,0,28664,1,21.0,0.09468842997565154
406,407,0,3,"Widegren, Mr. Carl/Charles Peter",51.0,0,0,347064,7.75,1.0,1,1,0,1,0,0,0,0,0,0,347064,1,7.75,0.0349445396338714
407,408,1,2,"Richards, Master. William Rowe",3.0,1,1,29106,18.75,1.0,3,1,0,0,0,0,1,0,0,0,29106,3,6.25,0.02818108034989629
408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,7.775,1.0,1,1,0,1,0,0,0,0,0,0,312992,1,7.78,0.0350798088195509
409,410,0,3,"Lefebre, Miss. Ida",21.0,3,1,4133,25.4667,1.0,5,0,1,0,0,1,0,0,0,0,4133,4,6.37,0.0287221570926143
410,411,0,3,"Sdycoff, Mr. Todor",30.0,0,0,349222,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349222,1,7.9,0.03562088556226891
411,412,0,3,"Hart, Mr. Henry",30.0,0,0,394140,6.8583,2.0,1,1,0,1,0,0,0,0,0,0,394140,1,6.86,0.03093155379204617
412,413,1,1,"Minahan, Miss. Daisy E",33.0,1,0,19928,90.0,2.0,2,0,1,0,0,1,0,0,0,0,19928,2,45.0,0.20290377851925329
413,414,0,2,"Cunningham, Mr. Alfred Fleming",30.0,0,0,239853,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239853,3,0.0,0.0
414,415,1,3,"Sundman, Mr. Johan Julian",44.0,0,0,STON/O 2. 3101269,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101269,1,7.92,0.03571106501938858
415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",35.0,0,0,343095,8.05,1.0,1,0,1,0,1,0,0,0,0,0,343095,1,8.05,0.03629723149066642
416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,32.5,1.0,3,0,1,0,1,0,0,0,0,0,28220,1,32.5,0.1465416178194607
417,418,1,2,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,13.0,1.0,3,0,1,0,0,1,0,0,0,0,250652,1,13.0,0.058616647127784284
418,419,0,2,"Matthews, Mr. William John",30.0,0,0,28228,13.0,1.0,1,1,0,1,0,0,0,0,0,0,28228,1,13.0,0.058616647127784284
419,420,0,3,"Van Impe, Miss. Catharina",10.0,0,2,345773,24.15,1.0,3,0,1,0,0,1,0,0,0,0,345773,3,8.05,0.03629723149066642
420,421,0,3,"Gheorgheff, Mr. Stanio",30.0,0,0,349254,7.8958,3.0,1,1,0,1,0,0,0,0,0,0,349254,1,7.9,0.03562088556226891
421,422,0,3,"Charters, Mr. David",21.0,0,0,A/5. 13032,7.7333,2.0,1,1,0,1,0,0,0,0,0,0,13032,1,7.73,0.03485436017675173
422,423,0,3,"Zimmerman, Mr. Leo",29.0,0,0,315082,7.875,1.0,1,1,0,1,0,0,0,0,0,0,315082,1,7.88,0.035530706105149246
423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,14.4,1.0,3,0,1,0,1,0,0,0,0,0,347080,2,7.2,0.03246460456308053
424,425,0,3,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,20.2125,1.0,3,1,0,1,0,0,0,0,0,0,370129,2,10.11,0.045585715573992235
425,426,0,3,"Wiseman, Mr. Phillippe",30.0,0,0,A/4. 34244,7.25,1.0,1,1,0,1,0,0,0,0,0,0,34244,1,7.25,0.0326900532058797
426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,26.0,1.0,2,0,1,0,1,0,0,0,0,0,2003,1,26.0,0.11723329425556857
427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,0,0,250655,26.0,1.0,1,0,1,0,0,1,0,0,0,0,250655,2,13.0,0.058616647127784284
428,429,0,3,"Flynn, Mr. James",30.0,0,0,364851,7.75,2.0,1,1,0,1,0,0,0,0,0,0,364851,1,7.75,0.0349445396338714
429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,8.05,1.0,1,1,0,1,0,0,0,0,0,0,392078,1,8.05,0.03629723149066642
430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,26.55,1.0,1,1,0,1,0,0,0,0,0,0,110564,1,26.55,0.11971322932635944
431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",35.0,1,0,376564,16.1,1.0,2,0,1,0,1,0,0,0,0,0,376564,2,8.05,0.03629723149066642
432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,26.0,1.0,2,0,1,0,1,0,0,0,0,0,3085,1,26.0,0.11723329425556857
433,434,0,3,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,7.125,1.0,1,1,0,1,0,0,0,0,0,0,3101274,1,7.12,0.03210388673460186
434,435,0,1,"Silvey, Mr. William Baird",50.0,1,0,13507,55.9,1.0,2,1,0,1,0,0,0,0,0,0,13507,2,27.95,0.1260257913247362
435,436,1,1,"Carter, Miss. Lucile Polk",14.0,1,2,113760,120.0,1.0,4,0,1,0,0,1,0,0,0,0,113760,4,30.0,0.1352691856795022
436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,34.375,1.0,5,0,1,0,0,1,0,0,0,0,6608,4,8.59,0.038732076832897464
437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",24.0,2,3,29106,18.75,1.0,6,0,1,0,1,0,0,0,0,0,29106,3,6.25,0.02818108034989629
438,439,0,1,"Fortune, Mr. Mark",64.0,1,4,19950,263.0,1.0,6,1,0,1,0,0,0,0,0,0,19950,4,65.75,0.296464965280909
439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",31.0,0,0,C.A. 18723,10.5,1.0,1,1,0,1,0,0,0,0,0,0,18723,1,10.5,0.04734421498782577
440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,26.25,1.0,3,0,1,0,1,0,0,0,0,0,13529,3,8.75,0.039453512489854806
441,442,0,3,"Hampe, Mr. Leon",20.0,0,0,345769,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345769,1,9.5,0.04283524213184236
442,443,0,3,"Petterson, Mr. Johan Emil",25.0,1,0,347076,7.775,1.0,2,1,0,1,0,0,0,0,0,0,347076,1,7.78,0.0350798088195509
443,444,1,2,"Reynaldo, Ms. Encarnacion",28.0,0,0,230434,13.0,1.0,1,0,1,0,1,0,0,0,0,0,230434,1,13.0,0.058616647127784284
444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",30.0,0,0,65306,8.1125,1.0,1,1,0,1,0,0,0,0,0,0,65306,1,8.11,0.03656776986202542
445,446,1,1,"Dodge, Master. Washington",4.0,0,2,33638,81.8583,1.0,3,1,0,0,0,0,1,0,0,0,33638,1,81.86,0.3691045179908017
446,447,1,2,"Mellinger, Miss. Madeleine Violet",13.0,0,1,250644,19.5,1.0,2,0,1,0,0,1,0,0,0,0,250644,2,9.75,0.043962485345838215
447,448,1,1,"Seward, Mr. Frederic Kimber",34.0,0,0,113794,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113794,1,26.55,0.11971322932635944
448,449,1,3,"Baclini, Miss. Marie Catherine",5.0,2,1,2666,19.2583,3.0,4,0,1,0,0,1,0,0,0,0,2666,4,4.81,0.021688159437280183
449,450,1,1,"Peuchen, Major. Arthur Godfrey",52.0,0,0,113786,30.5,1.0,1,1,0,0,0,0,0,0,1,0,113786,1,30.5,0.1375236721074939
450,451,0,2,"West, Mr. Edwy Arthur",36.0,1,2,C.A. 34651,27.75,1.0,4,1,0,1,0,0,0,0,0,0,34651,3,9.25,0.04170799891784651
451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",30.0,1,0,65303,19.9667,1.0,2,1,0,1,0,0,0,0,0,0,65303,1,19.97,0.09004418793398862
452,453,0,1,"Foreman, Mr. Benjamin Laventall",30.0,0,0,113051,27.75,3.0,1,1,0,1,0,0,0,0,0,0,113051,1,27.75,0.12512399675353952
453,454,1,1,"Goldenberg, Mr. Samuel L",49.0,1,0,17453,89.1042,3.0,2,1,0,1,0,0,0,0,0,0,17453,2,44.55,0.20087474073406075
454,455,0,3,"Peduzzi, Mr. Joseph",30.0,0,0,A/5 2817,8.05,1.0,1,1,0,1,0,0,0,0,0,0,2817,1,8.05,0.03629723149066642
455,456,1,3,"Jalsevac, Mr. Ivan",29.0,0,0,349240,7.8958,3.0,1,1,0,1,0,0,0,0,0,0,349240,1,7.9,0.03562088556226891
456,457,0,1,"Millet, Mr. Francis Davis",65.0,0,0,13509,26.55,1.0,1,1,0,1,0,0,0,0,0,0,13509,1,26.55,0.11971322932635944
457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",35.0,1,0,17464,51.8625,1.0,2,0,1,0,1,0,0,0,0,0,17464,1,51.86,0.23383533231129947
458,459,1,2,"Toomey, Miss. Ellen",50.0,0,0,F.C.C. 13531,10.5,1.0,1,0,1,0,0,1,0,0,0,0,13531,1,10.5,0.04734421498782577
459,460,0,3,"O'Connor, Mr. Maurice",30.0,0,0,371060,7.75,2.0,1,1,0,1,0,0,0,0,0,0,371060,1,7.75,0.0349445396338714
460,461,1,1,"Anderson, Mr. Harry",48.0,0,0,19952,26.55,1.0,1,1,0,1,0,0,0,0,0,0,19952,1,26.55,0.11971322932635944
461,462,0,3,"Morley, Mr. William",34.0,0,0,364506,8.05,1.0,1,1,0,1,0,0,0,0,0,0,364506,1,8.05,0.03629723149066642
462,463,0,1,"Gee, Mr. Arthur H",47.0,0,0,111320,38.5,1.0,1,1,0,1,0,0,0,0,0,0,111320,1,38.5,0.17359545495536116
463,464,0,2,"Milling, Mr. Jacob Christian",48.0,0,0,234360,13.0,1.0,1,1,0,1,0,0,0,0,0,0,234360,1,13.0,0.058616647127784284
464,465,0,3,"Maisner, Mr. Simon",30.0,0,0,A/S 2816,8.05,1.0,1,1,0,1,0,0,0,0,0,0,2816,1,8.05,0.03629723149066642
465,466,0,3,"Goncalves, Mr. Manuel Estanslas",38.0,0,0,SOTON/O.Q. 3101306,7.05,1.0,1,1,0,1,0,0,0,0,0,0,3101306,1,7.05,0.031788258634683014
466,467,0,2,"Campbell, Mr. William",30.0,0,0,239853,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239853,3,0.0,0.0
467,468,0,1,"Smart, Mr. John Montgomery",56.0,0,0,113792,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113792,1,26.55,0.11971322932635944
468,469,0,3,"Scanlan, Mr. James",30.0,0,0,36209,7.725,2.0,1,1,0,1,0,0,0,0,0,0,36209,1,7.72,0.0348092704481919
469,470,1,3,"Baclini, Miss. Helene Barbara",0.75,2,1,2666,19.2583,3.0,4,0,1,0,0,1,0,0,0,0,2666,4,4.81,0.021688159437280183
470,471,0,3,"Keefe, Mr. Arthur",30.0,0,0,323592,7.25,1.0,1,1,0,1,0,0,0,0,0,0,323592,1,7.25,0.0326900532058797
471,472,0,3,"Cacic, Mr. Luka",38.0,0,0,315089,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315089,1,8.66,0.0390477049328163
472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,1,2,C.A. 34651,27.75,1.0,4,0,1,0,1,0,0,0,0,0,34651,3,9.25,0.04170799891784651
473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,0,0,SC/AH Basle 541,13.7917,3.0,1,0,1,0,1,0,0,0,0,0,541,1,13.79,0.06217873568401117
474,475,0,3,"Strandberg, Miss. Ida Sofia",22.0,0,0,7553,9.8375,1.0,1,0,1,0,0,1,0,0,0,0,7553,1,9.84,0.04436829290287672
475,476,0,1,"Clifford, Mr. George Quincy",30.0,0,0,110465,52.0,1.0,1,1,0,1,0,0,0,0,0,0,110465,2,26.0,0.11723329425556857
476,477,0,2,"Renouf, Mr. Peter Henry",34.0,1,0,31027,21.0,1.0,2,1,0,1,0,0,0,0,0,0,31027,2,10.5,0.04734421498782577
477,478,0,3,"Braund, Mr. Lewis Richard",29.0,1,0,3460,7.0458,1.0,2,1,0,1,0,0,0,0,0,0,3460,1,7.05,0.031788258634683014
478,479,0,3,"Karlsson, Mr. Nils August",22.0,0,0,350060,7.5208,1.0,1,1,0,1,0,0,0,0,0,0,350060,1,7.52,0.03390747587699521
479,480,1,3,"Hirvonen, Miss. Hildur E",2.0,0,1,3101298,12.2875,1.0,2,0,1,0,0,1,0,0,0,0,3101298,1,12.29,0.05541527640003606
480,481,0,3,"Goodwin, Master. Harold Victor",9.0,5,2,CA 2144,46.9,1.0,8,1,0,0,0,0,1,0,0,0,2144,6,7.82,0.03526016773379024
481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",30.0,0,0,239854,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239854,1,0.0,0.0
482,483,0,3,"Rouse, Mr. Richard Henry",50.0,0,0,A/5 3594,8.05,1.0,1,1,0,1,0,0,0,0,0,0,3594,1,8.05,0.03629723149066642
483,484,1,3,"Turkula, Mrs. (Hedwig)",63.0,0,0,4134,9.5875,1.0,1,0,1,0,1,0,0,0,0,0,4134,1,9.59,0.043241049688880866
